GeneID	ExpressionLevel
AT1G06150	22.90740740740741
AT1G06157	0.5
AT1G06160	5.403921568627451
AT1G06163	0.78
AT1G06170	0.551063829787234
AT1G06173	0.5642857142857142
AT1G06177	0.2
AT1G06180	12.28888888888889
AT1G06187	0.5333333333333333
AT1G06190	72.9509090909091
AT1G06197	0.4272727272727273
AT1G06200	68.27272727272727
AT1G06203	0.3666666666666667
AT1G06207	0.9552631578947368
AT1G06210	32.02363636363636
AT1G06217	0.5533333333333333
AT1G06220	34.152727272727276
AT1G06225	1.05
AT1G06227	3.480769230769231
AT1G06230	33.43636363636364
AT1G06240	14.458181818181819
AT1G06250	3.062962962962963
AT1G06260	0.16923076923076924
AT1G06263	2.15
AT1G06265	2.3568627450980393
AT1G06267	9.280000000000001
AT1G06270	5.0777777777777775
AT1G06273	11.973469387755102
AT1G06277	2.797368421052632
AT1G06280	0.54
AT1G06283	6.863636363636363
AT1G06287	0.225
AT1G06290	42.72727272727273
AT1G06293	0.3666666666666667
AT1G06307	0.35
AT1G06310	0.8682926829268292
AT1G06313	0.25
AT1G06320	0.58
AT1G06323	18.38
AT1G06330	1.132
AT1G06333	0.6
AT1G06340	0.525
AT1G06347	0.5
AT1G06350	22.11764705882353
AT1G06353	0.8
AT1G06357	0.25
AT1G06360	62.33137254901961
AT1G06373	0.4333333333333333
AT1G06377	0.43333333333333335
AT1G06380	12.056363636363637
AT1G06383	0.3666666666666667
AT1G06387	0.44999999999999996
AT1G06390	55.592592592592595
AT1G06393	0.55
AT1G06400	64.71090909090908
AT1G06403	0.8
AT1G06407	0.4749999999999999
AT1G06410	71.43636363636364
AT1G06413	1.0
AT1G06417	0.9874999999999998
AT1G06420	6.79433962264151
AT1G06430	77.49636363636364
AT1G06433	0.4
AT1G06437	0.9
AT1G06440	2.337037037037037
AT1G06443	0.3
AT1G06447	0.2
AT1G06450	1.0444444444444445
AT1G06457	84.39473684210526
AT1G06460	138.1090909090909
AT1G06463	38.81707317073171
AT1G06470	18.48909090909091
AT1G06473	4.863636363636363
AT1G06483	0.8526315789473684
AT1G06487	1.341860465116279
AT1G06490	2.1185185185185187
AT1G06493	0.6
AT1G06497	0.4571428571428572
AT1G06500	14.203703703703704
AT1G06510	25.25090909090909
AT1G06513	0.5
AT1G06515	23.796363636363637
AT1G06520	5.439215686274509
AT1G06527	0.3333333333333333
AT1G06530	0.2
AT1G06533	0.3
AT1G06537	38.888
AT1G06540	2.048837209302326
AT1G06543	0.4714285714285714
AT1G06547	7.884615384615385
AT1G06550	63.63999999999999
AT1G06553	26.561538461538458
AT1G06557	0.7
AT1G06560	12.277777777777779
AT1G06567	0.2333333333333333
AT1G06570	55.611111111111114
AT1G06573	3.5272727272727273
AT1G06577	1.8886363636363634
AT1G06580	2.3074074074074074
AT1G06583	0.5744186046511628
AT1G06590	6.638181818181819
AT1G06593	0.4928571428571429
AT1G06603	0.39999999999999997
AT1G06607	0.22000000000000003
AT1G06617	0.3
AT1G06620	19.74074074074074
AT1G06623	0.3
AT1G06627	0.1
AT1G06630	11.389090909090909
AT1G06637	0.39999999999999997
AT1G06640	85.51851851851852
AT1G06645	13.957407407407409
AT1G06650	38.351851851851855
AT1G06657	0.2
AT1G06660	4.212727272727273
AT1G06663	0.2
AT1G06667	46.12499999999999
AT1G06670	20.64
AT1G06673	7.333333333333333
AT1G06680	3339.4945454545455
AT1G06687	1.1066666666666667
AT1G06690	46.49454545454545
AT1G06693	0.8657894736842104
AT1G06697	0.1
AT1G06700	69.78181818181818
AT1G06703	0.1
AT1G06707	0.2
AT1G06710	2.5777777777777775
AT1G06713	0.525
AT1G06717	1.5659090909090911
AT1G06720	19.037037037037038
AT1G06723	0.3
